13.07.2019 11:01:12 ; 13.07.2019; 11:01:12 ; Клапан відкрито. ; 2 ; 
13.07.2019 11:04:09 ; 13.07.2019; 11:04:09 ; Насос виключено. ; 2 ; 
13.07.2019 11:04:11 ; 13.07.2019; 11:04:11 ; Завдання 48 : 33333333333 завершено. ; 2 ; 
13.07.2019 11:04:12 ; 13.07.2019; 11:04:12 ; Клапан закрито. ; 2 ; 
13.07.2019 11:05:17 ; 13.07.2019; 11:05:17 ; Розрахунок по наливу 48 : 33333333333 завершено. ; 2 ; 
13.07.2019 11:05:17 ; 13.07.2019; 11:05:17 ; Завдання 48 : 33333333333 успішно внесено до БД. ; 2 ; 
13.07.2019 11:08:14 ; 13.07.2019; 11:08:14 ; Завдання 49 : 111111111111 завантажено. ; 2 ; 
13.07.2019 11:08:16 ; 13.07.2019; 11:08:16 ; Система готова до наливу. ; 2 ; 
13.07.2019 11:08:21 ; 13.07.2019; 11:08:21 ; Завдання 49 : 111111111111 запущено ; 2 ; 
13.07.2019 11:08:26 ; 13.07.2019; 11:08:26 ; Насос включено. ; 2 ; 
13.07.2019 11:08:35 ; 13.07.2019; 11:08:35 ; Клапан відкрито. ; 2 ; 
13.07.2019 11:11:31 ; 13.07.2019; 11:11:31 ; Насос виключено. ; 2 ; 
13.07.2019 11:11:34 ; 13.07.2019; 11:11:34 ; Завдання 49 : 111111111111 завершено. ; 2 ; 
13.07.2019 11:11:35 ; 13.07.2019; 11:11:35 ; Клапан закрито. ; 2 ; 
13.07.2019 11:11:48 ; 13.07.2019; 11:11:48 ; Розрахунок по наливу 49 : 111111111111 завершено. ; 2 ; 
13.07.2019 11:11:48 ; 13.07.2019; 11:11:48 ; Завдання 49 : 111111111111 успішно внесено до БД. ; 2 ; 
13.07.2019 11:14:12 ; 13.07.2019; 11:14:12 ; Додаток закрито ; 2 ; 
13.07.2019 11:18:52 ; 13.07.2019; 11:18:52 ; Додаток запущено ; 2 ; 
13.07.2019 11:18:53 ; 13.07.2019; 11:18:53 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 11:18:53 ; 13.07.2019; 11:18:53 ; Насос виключено. ; 2 ; 
13.07.2019 11:18:53 ; 13.07.2019; 11:18:53 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 11:18:54 ; 13.07.2019; 11:18:54 ; Клапан закрито. ; 2 ; 
13.07.2019 11:19:08 ; 13.07.2019; 11:19:08 ; Виконано вхід в систему ; 2 ; 
13.07.2019 11:21:19 ; 13.07.2019; 11:21:19 ; Завдання 50 : 2222222222 завантажено. ; 2 ; 
13.07.2019 11:21:19 ; 13.07.2019; 11:21:19 ; Система готова до наливу. ; 2 ; 
13.07.2019 11:21:22 ; 13.07.2019; 11:21:22 ; Завдання 50 : 2222222222 запущено ; 2 ; 
13.07.2019 11:21:28 ; 13.07.2019; 11:21:28 ; Насос включено. ; 2 ; 
13.07.2019 11:21:37 ; 13.07.2019; 11:21:37 ; Клапан відкрито. ; 2 ; 
13.07.2019 11:24:33 ; 13.07.2019; 11:24:33 ; Насос виключено. ; 2 ; 
13.07.2019 11:24:36 ; 13.07.2019; 11:24:36 ; Клапан закрито. ; 2 ; 
13.07.2019 11:24:36 ; 13.07.2019; 11:24:36 ; Завдання 50 : 2222222222 завершено. ; 2 ; 
13.07.2019 11:24:47 ; 13.07.2019; 11:24:47 ; Розрахунок по наливу 50 : 2222222222 завершено. ; 2 ; 
13.07.2019 11:24:47 ; 13.07.2019; 11:24:47 ; Завдання 50 : 2222222222 успішно внесено до БД. ; 2 ; 
13.07.2019 11:26:34 ; 13.07.2019; 11:26:34 ; Додаток закрито ; 2 ; 
13.07.2019 11:35:01 ; 13.07.2019; 11:35:01 ; Додаток запущено ; 2 ; 
13.07.2019 11:35:02 ; 13.07.2019; 11:35:02 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 11:35:02 ; 13.07.2019; 11:35:02 ; Насос виключено. ; 2 ; 
13.07.2019 11:35:02 ; 13.07.2019; 11:35:02 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 11:35:03 ; 13.07.2019; 11:35:03 ; Клапан закрито. ; 2 ; 
13.07.2019 11:35:25 ; 13.07.2019; 11:35:25 ; Завдання 51 : 33333333 завантажено. ; 2 ; 
13.07.2019 11:35:26 ; 13.07.2019; 11:35:26 ; Система готова до наливу. ; 2 ; 
13.07.2019 11:35:29 ; 13.07.2019; 11:35:29 ; Завдання 51 : 33333333 запущено ; 2 ; 
13.07.2019 11:35:34 ; 13.07.2019; 11:35:34 ; Насос включено. ; 2 ; 
13.07.2019 11:35:44 ; 13.07.2019; 11:35:44 ; Клапан відкрито. ; 2 ; 
13.07.2019 11:35:52 ; 13.07.2019; 11:35:52 ; Виконано вхід в систему ; 2 ; 
13.07.2019 11:37:21 ; 13.07.2019; 11:37:21 ; Насос виключено. ; 2 ; 
13.07.2019 11:37:24 ; 13.07.2019; 11:37:24 ; Клапан закрито. ; 2 ; 
13.07.2019 11:37:24 ; 13.07.2019; 11:37:24 ; Завдання 51 : 33333333 завершено. ; 2 ; 
13.07.2019 11:38:10 ; 13.07.2019; 11:38:10 ; Розрахунок по наливу 51 : 33333333 завершено. ; 2 ; 
13.07.2019 11:38:10 ; 13.07.2019; 11:38:10 ; Завдання 51 : 33333333 успішно внесено до БД. ; 2 ; 
13.07.2019 11:39:40 ; 13.07.2019; 11:39:40 ; Завдання 52 : 444444 завантажено. ; 2 ; 
13.07.2019 11:39:40 ; 13.07.2019; 11:39:40 ; Система готова до наливу. ; 2 ; 
13.07.2019 11:39:48 ; 13.07.2019; 11:39:48 ; Завдання 52 : 444444 запущено ; 2 ; 
13.07.2019 11:39:53 ; 13.07.2019; 11:39:53 ; Насос включено. ; 2 ; 
13.07.2019 11:40:02 ; 13.07.2019; 11:40:02 ; Клапан відкрито. ; 2 ; 
13.07.2019 11:42:59 ; 13.07.2019; 11:42:59 ; Насос виключено. ; 2 ; 
13.07.2019 11:43:01 ; 13.07.2019; 11:43:01 ; Клапан закрито. ; 2 ; 
13.07.2019 11:43:01 ; 13.07.2019; 11:43:01 ; Завдання 52 : 444444 завершено. ; 2 ; 
13.07.2019 11:43:12 ; 13.07.2019; 11:43:12 ; Розрахунок по наливу 52 : 444444 завершено. ; 2 ; 
13.07.2019 11:43:12 ; 13.07.2019; 11:43:12 ; Завдання 52 : 444444 успішно внесено до БД. ; 2 ; 
13.07.2019 11:44:20 ; 13.07.2019; 11:44:20 ; Додаток закрито ; 2 ; 
13.07.2019 11:54:45 ; 13.07.2019; 11:54:45 ; Додаток запущено ; 2 ; 
13.07.2019 11:54:45 ; 13.07.2019; 11:54:45 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 11:54:46 ; 13.07.2019; 11:54:46 ; Насос виключено. ; 2 ; 
13.07.2019 11:54:46 ; 13.07.2019; 11:54:46 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 11:54:47 ; 13.07.2019; 11:54:47 ; Клапан закрито. ; 2 ; 
13.07.2019 11:55:05 ; 13.07.2019; 11:55:05 ; Додаток закрито ; 2 ; 
13.07.2019 11:56:00 ; 13.07.2019; 11:56:00 ; Додаток запущено ; 2 ; 
13.07.2019 11:56:00 ; 13.07.2019; 11:56:00 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 11:56:01 ; 13.07.2019; 11:56:01 ; Насос виключено. ; 2 ; 
13.07.2019 11:56:01 ; 13.07.2019; 11:56:01 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 11:56:02 ; 13.07.2019; 11:56:02 ; Клапан закрито. ; 2 ; 
13.07.2019 11:56:33 ; 13.07.2019; 11:56:33 ; Виконано вхід в систему ; 2 ; 
13.07.2019 11:58:43 ; 13.07.2019; 11:58:43 ; Завдання 53 : 555555 завантажено. ; 2 ; 
13.07.2019 11:58:44 ; 13.07.2019; 11:58:44 ; Система готова до наливу. ; 2 ; 
13.07.2019 11:58:47 ; 13.07.2019; 11:58:47 ; Завдання 53 : 555555 запущено ; 2 ; 
13.07.2019 11:58:52 ; 13.07.2019; 11:58:52 ; Насос включено. ; 2 ; 
13.07.2019 11:59:01 ; 13.07.2019; 11:59:01 ; Клапан відкрито. ; 2 ; 
13.07.2019 12:01:33 ; 13.07.2019; 12:01:33 ; Насос виключено. ; 2 ; 
13.07.2019 12:01:33 ; 13.07.2019; 12:01:33 ; Завдання 53 : 555555 зупинено ; 2 ; 
13.07.2019 12:01:47 ; 13.07.2019; 12:01:47 ; Клапан закрито. ; 2 ; 
13.07.2019 12:01:52 ; 13.07.2019; 12:01:52 ; Завдання 53 : 555555 запущено ; 2 ; 
13.07.2019 12:02:25 ; 13.07.2019; 12:02:25 ; Включено режим доливу. ; 2 ; 
13.07.2019 12:02:30 ; 13.07.2019; 12:02:30 ; Насос включено. ; 2 ; 
13.07.2019 12:05:12 ; 13.07.2019; 12:05:12 ; Насос виключено. ; 2 ; 
